anomaly_id,anomaly_category,anomaly_type,station_names,event_start,event_end,affected_feature,severity,affected_rows,removed_rows,added_rows,description,removed_record_json
SF_DRIFT_0123,SENSOR_FAULT,GRADUAL_DRIFT,Una,2023-07-09,2023-07-18,avg_temp,medium,10,0,0,"The average temperature was changed by approximately 6.9 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0124,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,2023-11-11,2023-11-18,wind_speed,medium,8,0,0,"The wind speed was changed by approximately -4.8 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0125,SENSOR_FAULT,GRADUAL_DRIFT,Chandigarh / Surajpur,2022-10-03,2022-10-12,air_pressure,high,10,0,0,"The air pressure was changed by approximately 9.3 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0126,SENSOR_FAULT,GRADUAL_DRIFT,Ludhiana,2023-09-23,2023-09-30,relative_humidity,high,8,0,0,"The relative humidity was changed by approximately -8.3 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0127,SENSOR_FAULT,GRADUAL_DRIFT,Car Nicobar,2023-11-24,2023-12-01,avg_temp,high,8,0,0,"The average temperature was changed by approximately -8.6 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0128,SENSOR_FAULT,GRADUAL_DRIFT,Thrissur,2021-05-09,2021-05-18,relative_humidity,high,10,0,0,"The relative humidity was changed by approximately -7.6 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0129,SENSOR_FAULT,GRADUAL_DRIFT,Palakkad,2023-08-01,2023-08-10,air_pressure,medium,10,0,0,"The air pressure was changed by approximately -5.2 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0130,SENSOR_FAULT,GRADUAL_DRIFT,Mandi,2021-09-26,2021-10-02,avg_temp,high,7,0,0,"The average temperature was changed by approximately 7.4 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0131,SENSOR_FAULT,GRADUAL_DRIFT,Chandigarh / Surajpur,2023-07-30,2023-08-04,air_pressure,medium,6,0,0,"The air pressure was changed by approximately 6.7 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0132,SENSOR_FAULT,GRADUAL_DRIFT,Una,2021-06-07,2021-06-12,air_pressure,medium,6,0,0,"The air pressure was changed by approximately -5.3 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0133,SENSOR_FAULT,GRADUAL_DRIFT,Shimla / Kanda,2022-12-14,2022-12-19,wind_speed,high,6,0,0,"The wind speed was changed by approximately 7.4 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0134,SENSOR_FAULT,GRADUAL_DRIFT,Ambala,2023-11-09,2023-11-16,relative_humidity,high,8,0,0,"The relative humidity was changed by approximately -7.9 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0135,SENSOR_FAULT,GRADUAL_DRIFT,Thrissur,2023-03-15,2023-03-21,air_pressure,medium,7,0,0,"The air pressure was changed by approximately 3.2 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0136,SENSOR_FAULT,GRADUAL_DRIFT,Ambala,2021-03-01,2021-03-08,relative_humidity,medium,8,0,0,"The relative humidity was changed by approximately -5.3 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0137,SENSOR_FAULT,GRADUAL_DRIFT,Palakkad,2022-04-26,2022-05-03,avg_temp,medium,8,0,0,"The average temperature was changed by approximately 4.6 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0138,SENSOR_FAULT,GRADUAL_DRIFT,Chandigarh / Surajpur,2025-01-22,2025-01-28,air_pressure,medium,7,0,0,"The air pressure was changed by approximately 6.5 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0139,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,2024-05-19,2024-05-24,avg_temp,medium,6,0,0,"The average temperature was changed by approximately 5.9 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0140,SENSOR_FAULT,GRADUAL_DRIFT,Una,2022-09-06,2022-09-13,relative_humidity,high,8,0,0,"The relative humidity was changed by approximately -8.4 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0141,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,2021-05-23,2021-05-31,air_pressure,high,9,0,0,"The air pressure was changed by approximately 10.0 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0142,SENSOR_FAULT,GRADUAL_DRIFT,Shimla / Kanda,2024-11-23,2024-12-02,air_pressure,high,10,0,0,"The air pressure was changed by approximately 9.4 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0143,SENSOR_FAULT,GRADUAL_DRIFT,Mandi,2022-07-06,2022-07-14,air_pressure,medium,9,0,0,"The air pressure was changed by approximately 6.4 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0144,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,2024-12-21,2024-12-26,avg_temp,medium,6,0,0,"The average temperature was changed by approximately 5.3 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_DRIFT_0145,SENSOR_FAULT,GRADUAL_DRIFT,Coimbatore / Peelamedu,2022-08-09,2022-08-17,wind_speed,medium,9,0,0,"The wind speed was changed by approximately 5.0 across the event, simulating gradual sensor drift rather than a sudden fault.",
SF_BIAS_0146,SENSOR_FAULT,BIAS,Una,2023-04-17,2023-04-23,air_pressure,medium,7,0,0,"The air pressure was shifted by approximately 5.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0147,SENSOR_FAULT,BIAS,Palakkad,2021-05-17,2021-05-23,avg_temp,medium,7,0,0,"The average temperature was shifted by approximately 2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0148,SENSOR_FAULT,BIAS,Ambala,2021-06-16,2021-06-21,avg_temp,medium,6,0,0,"The average temperature was shifted by approximately -2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0149,SENSOR_FAULT,BIAS,Car Nicobar,2023-06-03,2023-06-08,wind_speed,medium,6,0,0,"The wind speed was shifted by approximately -3.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0150,SENSOR_FAULT,BIAS,Sundernagar / Sundarnagar,2022-02-07,2022-02-12,min_temp,medium,6,0,0,"The minimum temperature was shifted by approximately 1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0151,SENSOR_FAULT,BIAS,Mandi,2023-06-02,2023-06-08,avg_temp,medium,7,0,0,"The average temperature was shifted by approximately -2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0152,SENSOR_FAULT,BIAS,Cochin Int. Airport / Kaladi,2022-07-08,2022-07-16,wind_speed,medium,9,0,0,"The wind speed was shifted by approximately -2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0153,SENSOR_FAULT,BIAS,Mandi,2021-02-18,2021-02-24,relative_humidity,medium,7,0,0,"The relative humidity was shifted by approximately 8.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0154,SENSOR_FAULT,BIAS,Ambala,2021-02-01,2021-02-05,min_temp,medium,5,0,0,"The minimum temperature was shifted by approximately 2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0155,SENSOR_FAULT,BIAS,Thrissur,2022-06-24,2022-06-29,max_temp,medium,6,0,0,"The maximum temperature was shifted by approximately 1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0156,SENSOR_FAULT,BIAS,Bikaner,2024-10-10,2024-10-18,min_temp,medium,9,0,0,"The minimum temperature was shifted by approximately 2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0157,SENSOR_FAULT,BIAS,Bikaner,2022-04-20,2022-04-27,min_temp,medium,8,0,0,"The minimum temperature was shifted by approximately -2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0158,SENSOR_FAULT,BIAS,Cochin Int. Airport / Kaladi,2024-06-11,2024-06-17,air_pressure,medium,7,0,0,"The air pressure was shifted by approximately 5.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0159,SENSOR_FAULT,BIAS,Shimla / Kanda,2022-10-09,2022-10-16,wind_speed,medium,8,0,0,"The wind speed was shifted by approximately 3.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0160,SENSOR_FAULT,BIAS,Ludhiana,2023-04-01,2023-04-09,wind_speed,medium,9,0,0,"The wind speed was shifted by approximately -2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0161,SENSOR_FAULT,BIAS,Coimbatore / Peelamedu,2021-11-06,2021-11-14,avg_temp,medium,9,0,0,"The average temperature was shifted by approximately -1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0162,SENSOR_FAULT,BIAS,Car Nicobar,2024-08-18,2024-08-23,min_temp,medium,6,0,0,"The minimum temperature was shifted by approximately 2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0163,SENSOR_FAULT,BIAS,Patiala,2023-03-31,2023-04-08,min_temp,medium,9,0,0,"The minimum temperature was shifted by approximately 2.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0164,SENSOR_FAULT,BIAS,Patiala,2023-01-21,2023-01-25,relative_humidity,medium,5,0,0,"The relative humidity was shifted by approximately -8.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0165,SENSOR_FAULT,BIAS,Mandi,2021-03-31,2021-04-05,avg_temp,medium,6,0,0,"The average temperature was shifted by approximately -1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0166,SENSOR_FAULT,BIAS,Mandi,2023-12-12,2023-12-17,min_temp,medium,6,0,0,"The minimum temperature was shifted by approximately 1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0167,SENSOR_FAULT,BIAS,Car Nicobar,2022-01-06,2022-01-12,air_pressure,medium,7,0,0,"The air pressure was shifted by approximately 5.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0168,SENSOR_FAULT,BIAS,Sundernagar / Sundarnagar,2024-03-08,2024-03-16,avg_temp,medium,9,0,0,"The average temperature was shifted by approximately -1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0169,SENSOR_FAULT,BIAS,Ambala,2022-11-20,2022-11-28,avg_temp,medium,9,0,0,"The average temperature was shifted by approximately -1.5 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_BIAS_0170,SENSOR_FAULT,BIAS,Chandigarh / Surajpur,2024-04-24,2024-05-01,wind_speed,medium,8,0,0,"The wind speed was shifted by approximately 3.0 across consecutive observations, simulating a persistent sensor calibration bias.",
SF_XSENS_0171,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Una,2022-02-01,2022-02-01,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0172,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Palakkad,2024-12-15,2024-12-15,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0173,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Una,2023-11-29,2023-11-29,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0174,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Sundernagar / Sundarnagar,2023-04-15,2023-04-15,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0175,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Coimbatore / Peelamedu,2023-02-06,2023-02-06,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0176,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Sundernagar / Sundarnagar,2023-06-12,2023-06-12,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0177,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Ambala,2022-10-22,2022-10-22,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0178,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Una,2022-08-12,2022-08-12,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0179,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Ambala,2022-08-24,2022-08-24,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0180,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Patiala,2023-10-14,2023-10-14,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0181,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Ludhiana,2022-09-17,2022-09-17,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0182,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Ludhiana,2023-03-14,2023-03-14,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0183,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Chandigarh / Surajpur,2021-02-20,2021-02-20,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0184,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Car Nicobar,2024-12-21,2024-12-21,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0185,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Palakkad,2024-02-16,2024-02-16,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0186,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Coimbatore / Peelamedu,2022-03-28,2022-03-28,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0187,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Coimbatore / Peelamedu,2022-05-23,2022-05-23,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0188,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Chandigarh / Surajpur,2023-10-18,2023-10-18,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0189,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Patiala,2022-07-10,2022-07-10,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0190,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Chandigarh / Surajpur,2023-10-23,2023-10-23,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0191,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Coimbatore / Peelamedu,2021-07-17,2021-07-17,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0192,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Palakkad,2021-02-18,2021-02-18,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0193,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Coimbatore / Peelamedu,2023-03-29,2023-03-29,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0194,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Patiala,2022-12-02,2022-12-02,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
SF_XSENS_0195,SENSOR_FAULT,CROSS_SENSOR_INCONSISTENCY,Sundernagar / Sundarnagar,2022-09-30,2022-09-30,avg_temp,high,1,0,0,"The average temperature was modified so that it no longer matches the same-day minimum/maximum relationship, simulating an inconsistent sensor reading.",
TG_NULL_0196,TRANSMISSION_GLITCH,CORRUPTED_NULL,Ludhiana,2022-01-02,2022-01-02,min_temp,medium,1,0,0,"The transmitted minimum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0197,TRANSMISSION_GLITCH,CORRUPTED_NULL,Shimla / Kanda,2024-03-22,2024-03-22,air_pressure,medium,1,0,0,"The transmitted air pressure value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0198,TRANSMISSION_GLITCH,CORRUPTED_NULL,Coimbatore / Peelamedu,2023-07-17,2023-07-17,max_temp,medium,1,0,0,"The transmitted maximum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0199,TRANSMISSION_GLITCH,CORRUPTED_NULL,Bikaner,2024-12-31,2024-12-31,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0200,TRANSMISSION_GLITCH,CORRUPTED_NULL,Mandi,2023-03-01,2023-03-01,wind_speed,medium,1,0,0,"The transmitted wind speed value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0201,TRANSMISSION_GLITCH,CORRUPTED_NULL,Bikaner,2023-08-25,2023-08-25,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0202,TRANSMISSION_GLITCH,CORRUPTED_NULL,Coimbatore / Peelamedu,2021-08-23,2021-08-23,air_pressure,medium,1,0,0,"The transmitted air pressure value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0203,TRANSMISSION_GLITCH,CORRUPTED_NULL,Una,2022-05-13,2022-05-13,air_pressure,medium,1,0,0,"The transmitted air pressure value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0204,TRANSMISSION_GLITCH,CORRUPTED_NULL,Ludhiana,2024-02-17,2024-02-17,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0205,TRANSMISSION_GLITCH,CORRUPTED_NULL,Palakkad,2021-12-24,2021-12-24,min_temp,medium,1,0,0,"The transmitted minimum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0206,TRANSMISSION_GLITCH,CORRUPTED_NULL,Shimla / Kanda,2024-07-20,2024-07-20,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0207,TRANSMISSION_GLITCH,CORRUPTED_NULL,Mandi,2022-06-06,2022-06-06,max_temp,medium,1,0,0,"The transmitted maximum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0208,TRANSMISSION_GLITCH,CORRUPTED_NULL,Ambala,2021-10-04,2021-10-04,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0209,TRANSMISSION_GLITCH,CORRUPTED_NULL,Thrissur,2021-07-23,2021-07-23,air_pressure,medium,1,0,0,"The transmitted air pressure value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0210,TRANSMISSION_GLITCH,CORRUPTED_NULL,Car Nicobar,2024-04-02,2024-04-02,air_pressure,medium,1,0,0,"The transmitted air pressure value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0211,TRANSMISSION_GLITCH,CORRUPTED_NULL,Palakkad,2022-12-09,2022-12-09,rainfall,medium,1,0,0,"The transmitted rainfall value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0212,TRANSMISSION_GLITCH,CORRUPTED_NULL,Bikaner,2021-11-07,2021-11-07,min_temp,medium,1,0,0,"The transmitted minimum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0213,TRANSMISSION_GLITCH,CORRUPTED_NULL,Palakkad,2023-03-15,2023-03-15,rainfall,medium,1,0,0,"The transmitted rainfall value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0214,TRANSMISSION_GLITCH,CORRUPTED_NULL,Sundernagar / Sundarnagar,2021-12-24,2021-12-24,avg_temp,medium,1,0,0,"The transmitted average temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0215,TRANSMISSION_GLITCH,CORRUPTED_NULL,Chandigarh / Surajpur,2022-03-14,2022-03-14,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0216,TRANSMISSION_GLITCH,CORRUPTED_NULL,Mandi,2024-05-14,2024-05-14,min_temp,medium,1,0,0,"The transmitted minimum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0217,TRANSMISSION_GLITCH,CORRUPTED_NULL,Ambala,2023-12-23,2023-12-23,max_temp,medium,1,0,0,"The transmitted maximum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0218,TRANSMISSION_GLITCH,CORRUPTED_NULL,Chandigarh / Surajpur,2022-06-17,2022-06-17,avg_temp,medium,1,0,0,"The transmitted average temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0219,TRANSMISSION_GLITCH,CORRUPTED_NULL,Mandi,2023-02-09,2023-02-09,min_temp,medium,1,0,0,"The transmitted minimum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0220,TRANSMISSION_GLITCH,CORRUPTED_NULL,Patiala,2022-04-17,2022-04-17,avg_temp,medium,1,0,0,"The transmitted average temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0221,TRANSMISSION_GLITCH,CORRUPTED_NULL,Cochin Int. Airport / Kaladi,2022-10-20,2022-10-20,rainfall,medium,1,0,0,"The transmitted rainfall value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0222,TRANSMISSION_GLITCH,CORRUPTED_NULL,Patiala,2022-02-24,2022-02-24,air_pressure,medium,1,0,0,"The transmitted air pressure value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0223,TRANSMISSION_GLITCH,CORRUPTED_NULL,Shimla / Kanda,2022-09-16,2022-09-16,rainfall,medium,1,0,0,"The transmitted rainfall value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0224,TRANSMISSION_GLITCH,CORRUPTED_NULL,Ambala,2021-12-25,2021-12-25,min_temp,medium,1,0,0,"The transmitted minimum temperature value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_NULL_0225,TRANSMISSION_GLITCH,CORRUPTED_NULL,Una,2024-08-03,2024-08-03,relative_humidity,medium,1,0,0,"The transmitted relative humidity value was replaced with a null value, simulating a corrupted or incomplete sensor transmission.",
TG_MISSING_0226,TRANSMISSION_GLITCH,MISSING_RECORD,Palakkad,2021-06-20,2021-06-20,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Palakkad"", ""state"": ""KL"", ""district"": ""Palakkad"", ""date_of_record"": ""2021-06-20 00:00:00"", ""avg_temp"": 25.2, ""min_temp"": 22.7, ""max_temp"": 28.5, ""relative_humidity"": 81.69100144433273, ""wind_speed"": 13.7, ""air_pressure"": 1011.9, ""rainfall"": 3.6, ""elevation"": ""95"", ""latitude"": 10.7667, ""longitude"": 76.65}"
TG_MISSING_0227,TRANSMISSION_GLITCH,MISSING_RECORD,Sundernagar / Sundarnagar,2025-01-26,2025-01-26,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Sundernagar / Sundarnagar"", ""state"": ""HP"", ""district"": ""Mandi"", ""date_of_record"": ""2025-01-26 00:00:00"", ""avg_temp"": 13.4, ""min_temp"": 8.7, ""max_temp"": 21.0, ""relative_humidity"": 71.74617463212915, ""wind_speed"": 6.8, ""air_pressure"": 1014.1, ""rainfall"": 0.0, ""elevation"": ""874"", ""latitude"": 31.5333, ""longitude"": 76.9}"
TG_MISSING_0228,TRANSMISSION_GLITCH,MISSING_RECORD,Coimbatore / Peelamedu,2021-04-15,2021-04-15,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Coimbatore / Peelamedu"", ""state"": ""TN"", ""district"": ""Coimbatore"", ""date_of_record"": ""2021-04-15 00:00:00"", ""avg_temp"": 27.0, ""min_temp"": 20.8, ""max_temp"": 34.3, ""relative_humidity"": 78.07779066036906, ""wind_speed"": 9.8, ""air_pressure"": 1011.9, ""rainfall"": 15.0, ""elevation"": ""396"", ""latitude"": 11.0333, ""longitude"": 77.05}"
TG_MISSING_0229,TRANSMISSION_GLITCH,MISSING_RECORD,Car Nicobar,2022-04-05,2022-04-05,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Isolated Edge-Case"", ""station_name"": ""Car Nicobar"", ""state"": ""AN"", ""district"": ""Nicobar"", ""date_of_record"": ""2022-04-05 00:00:00"", ""avg_temp"": 26.5, ""min_temp"": 24.9, ""max_temp"": 27.8, ""relative_humidity"": 60.287729149511584, ""wind_speed"": 9.0, ""air_pressure"": 1012.5, ""rainfall"": 16.7, ""elevation"": ""9"", ""latitude"": 9.1667, ""longitude"": 92.8333}"
TG_MISSING_0230,TRANSMISSION_GLITCH,MISSING_RECORD,Cochin Int. Airport / Kaladi,2025-01-18,2025-01-18,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Cochin Int. Airport / Kaladi"", ""state"": ""KL"", ""district"": ""Ernakulam"", ""date_of_record"": ""2025-01-18 00:00:00"", ""avg_temp"": 27.3, ""min_temp"": 21.0, ""max_temp"": 34.0, ""relative_humidity"": 71.28687416815954, ""wind_speed"": 9.1, ""air_pressure"": 1009.3, ""rainfall"": 0.0, ""elevation"": ""8"", ""latitude"": 10.15, ""longitude"": 76.4}"
